,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position
13026,Kyle Kuzma,LOS ANGELES LAKERS,2020-01-25,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
13027,Garrett Temple,BROOKLYN NETS,2020-01-25,AWAY,DETROIT PISTONS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
13028,Cristiano Felício,CHICAGO BULLS,2020-01-25,AWAY,CLEVELAND CAVALIERS,1.0,0.07,0.0,0.0,0.25,0.01,0.02,0.02,0.02,0.68,8.71,15.57,0.5859987929993965,-6.859999999999999,0.9037675495974917,0.0,0,27
13029,Justin Jackson,DALLAS MAVERICKS,2020-01-25,AWAY,UTAH JAZZ,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
13030,Louis King,DETROIT PISTONS,2020-01-25,HOME,BROOKLYN NETS,1.0,0.08,0.05,0.04,0.24,0.16,0.01,0.05,0.08,1.03,4.9,5.5,0.9076923076923078,-0.5999999999999996,0.0,0.0,0,15
13031,Zhaire Smith,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13032,Alfonzo McKinnie,CLEVELAND CAVALIERS,2020-01-25,HOME,CHICAGO BULLS,1.0,0.13,0.03,0.05,0.25,0.05,0.02,0.03,0.05,0.76,14.26,19.27,0.7528367044893932,-5.01,0.0,0.0,0,16
13033,Steven Adams,OKLAHOMA CITY THUNDER,2020-01-25,AWAY,MINNESOTA TIMBERWOLVES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13034,Josh Okogie,MINNESOTA TIMBERWOLVES,2020-01-25,HOME,OKLAHOMA CITY THUNDER,1.0,0.14,0.04,0.08,0.21,0.11,0.03,0.04,0.06,0.96,23.38,27.0,0.8707142857142857,-3.620000000000001,0.0,0.0,0,11
13035,Mike Scott,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13036,Jonah Bolden,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,0.99,0.02,0.01,0.03,0.07,0.01,0.01,0.02,0.03,0.12,0.6,0.6,1.0,0.0,0.0,0.0,0,
13037,Trey Burke,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10.5
13038,Nicolas Claxton,BROOKLYN NETS,2020-01-25,AWAY,DETROIT PISTONS,1.0,0.18,0.01,0.07,0.23,0.08,0.05,0.03,0.06,1.05,10.93,17.83,0.6335634625597452,-6.899999999999999,0.8053816003560538,0.0,0,30
13039,Rajon Rondo,LOS ANGELES LAKERS,2020-01-25,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
13040,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-01-25,HOME,CHICAGO BULLS,1.0,0.09,0.05,0.07,0.08,0.25,0.0,0.04,0.09,0.58,6.72,3.63,1.6673866090712743,3.09,0.0,0.0,0,7
13041,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13042,Jordan Bone,DETROIT PISTONS,2020-01-25,HOME,BROOKLYN NETS,1.0,0.12,0.05,0.05,0.04,0.22,0.0,0.03,0.08,0.46,1.3,2.83,0.6005221932114881,-1.53,0.0,0.0,0,19
13043,Allen Crabbe,MINNESOTA TIMBERWOLVES,2020-01-25,HOME,OKLAHOMA CITY THUNDER,1.0,0.03,0.06,0.02,0.11,0.05,0.01,0.03,0.03,0.46,8.5,8.17,1.0359869138495092,0.33000000000000007,0.0,0.0,0,
13044,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2020-01-25,HOME,OKLAHOMA CITY THUNDER,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
13045,James Ennis,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
13046,Danny Green,LOS ANGELES LAKERS,2020-01-25,AWAY,PHILADELPHIA 76ERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
13047,Sekou Doumbouya,DETROIT PISTONS,2020-01-25,HOME,BROOKLYN NETS,1.0,0.09,0.06,0.06,0.2,0.06,0.02,0.03,0.05,0.64,18.01,12.03,1.458940905602456,5.980000000000002,0.0,0.0,0,15
13048,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
13049,Trae Young,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.0,0.3,0.14,0.32,0.28,0.42,0.02,0.05,0.2,1.54,52.4,52.4,1.0,0.0,0.0,0.0,0,30
13050,Bradley Beal,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,1.0,0.32,0.13,0.26,0.26,0.27,0.02,0.05,0.15,1.28,39.44,47.3,0.8372670807453416,-7.859999999999999,0.0,0.0,0,29
13051,Domantas Sabonis,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.24,0.02,0.13,0.39,0.19,0.03,0.04,0.1,1.14,41.14,36.4,1.1267379679144385,4.740000000000002,0.0,0.0,0,22
13052,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
13053,Kemba Walker,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
13054,Pascal Siakam,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
13055,Jeremy Lamb,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.13,0.05,0.05,0.19,0.08,0.02,0.04,0.05,0.82,20.57,23.17,0.8924286305337195,-2.6000000000000014,0.0,0.0,0,18
13056,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
13057,Devin Booker,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
13058,Jerami Grant,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
13059,Nikola Jokić,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
13060,De'Andre Hunter,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.0,0.13,0.05,0.08,0.17,0.09,0.02,0.03,0.06,0.7,19.94,20.97,0.9531178880291308,-1.0299999999999976,0.0,0.0,0,27
13061,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
13062,Jrue Holiday,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
13063,Ja Morant,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
13064,Deandre Ayton,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
13065,Michael Carter-Williams,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
13066,Derrick Favors,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
13067,Russell Westbrook,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
13068,Kevin Huerter,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.0,0.11,0.07,0.06,0.2,0.12,0.02,0.04,0.07,0.8,26.42,24.5,1.075294117647059,1.9200000000000017,0.0,0.0,0,16
13069,Troy Brown,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
13070,Spencer Dinwiddie,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,1.0,0.14,0.08,0.13,0.15,0.25,0.01,0.04,0.11,0.9,30.86,32.23,0.9587721938007825,-1.3699999999999974,0.0,0.0,0,7
13071,Aaron Holiday,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
13072,Kelly Oubre,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,1.0,0.18,0.06,0.12,0.28,0.07,0.03,0.04,0.07,0.96,36.7,33.23,1.101373064563249,3.470000000000006,0.0,0.0,0,18
13073,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
13074,Monte Morris,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
13075,Serge Ibaka,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
13076,Zion Williamson,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
13077,Fred VanVleet,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
13078,Gordon Hayward,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
13079,Doug McDermott,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
13080,Michael Porter,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
13081,DeMar DeRozan,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28
13082,Landry Shamet,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
13083,John Collins,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.0,0.27,0.06,0.14,0.41,0.08,0.06,0.04,0.09,1.32,39.39,46.53,0.8497790868924889,-7.140000000000001,0.0,0.0,0,9
13084,Lonzo Ball,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
13085,Daniel Theis,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
13086,Marcus Morris,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
13087,J.J. Redick,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
13088,Dillon Brooks,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25
13089,Elfrid Payton,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,1.0,0.17,0.03,0.08,0.2,0.27,0.02,0.05,0.1,1.06,29.23,34.73,0.8460677301987126,-5.4999999999999964,0.0,0.0,0,19
13090,Wesley Iwundu,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
13091,Eric Gordon,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
13092,Jaren Jackson,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
13093,Bruno Fernando,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.0,0.13,0.01,0.05,0.26,0.05,0.04,0.03,0.05,0.86,11.04,15.43,0.7328058429701765,-4.390000000000001,0.0,0.0,0,17
13094,OG Anunoby,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
13095,Mohamed Bamba,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
13096,Mitchell Robinson,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,1.0,0.09,0.0,0.02,0.27,0.01,0.05,0.03,0.02,0.88,20.27,19.73,1.0260492040520983,0.5399999999999991,0.0,0.0,0,29
13097,Jaylen Brown,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
13098,Danuel House,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
13099,Jakob Poeltl,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
13100,Julius Randle,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,1.0,0.26,0.07,0.16,0.38,0.17,0.03,0.04,0.12,1.19,38.35,37.37,1.0255407870732345,0.980000000000004,0.0,0.0,0,3
13101,Austin Rivers,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
13102,Marc Gasol,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
13103,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
13104,Taj Gibson,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,1.0,0.19,0.01,0.07,0.3,0.07,0.04,0.03,0.05,0.95,16.43,19.17,0.8641546851760039,-2.740000000000002,0.0,0.0,0,29
13105,Marco Belinelli,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
13106,Khem Birch,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
13107,Kyle Lowry,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
13108,Justin Holiday,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
13109,Cam Reddish,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.0,0.15,0.07,0.09,0.21,0.1,0.02,0.04,0.07,0.85,23.12,26.13,0.8890527091780318,-3.009999999999998,0.0,0.0,0,27
13110,Jordan McRae,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,1.0,0.18,0.07,0.13,0.2,0.17,0.02,0.04,0.1,0.88,24.01,18.07,1.3114840062926063,5.940000000000001,0.0,0.0,0,29
13111,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
13112,Rodions Kurucs,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25
13113,Dejounte Murray,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13114,Brandon Clarke,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
13115,Tyus Jones,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.14,0.05,0.07,0.14,0.2,0.01,0.05,0.08,0.8,14.33,10.63,1.3181427343078245,3.6999999999999993,0.0,0.0,0,18
13116,P.J. Tucker,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
13117,Taurean Waller-Prince,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,1.0,0.11,0.09,0.08,0.2,0.1,0.02,0.04,0.07,0.85,24.79,26.43,0.940211447320452,-1.6400000000000006,0.0,0.0,0,10
13118,Clint Capela,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.19,0.0,0.05,0.38,0.03,0.06,0.03,0.05,1.16,40.55,36.8,1.0992063492063493,3.75,0.0,0.0,0,9
13119,T.J. Warren,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
13120,Josh Hart,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
13121,Bryn Forbes,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.05,0.11,0.06,0.08,0.08,0.01,0.03,0.04,0.57,15.85,17.77,0.8977091102823656,-1.92,0.0,0.0,0,2
13122,Maurice Harkless,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,1.0,0.06,0.01,0.01,0.19,0.02,0.02,0.03,0.02,0.53,13.58,9.93,1.333943275388838,3.6500000000000004,0.0,0.0,0,12
13123,Dāvis Bertāns,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,1.0,0.1,0.14,0.12,0.16,0.12,0.02,0.04,0.08,0.92,26.11,25.4,1.0268939393939394,0.7100000000000009,0.0,0.0,0,28
13124,Gary Harris,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
13125,Will Barton,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,1.0,0.13,0.08,0.06,0.17,0.14,0.02,0.04,0.07,0.9,32.47,29.17,1.1093801789857474,3.299999999999997,0.0,0.0,0,26
13126,Thomas Bryant,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
13127,Reggie Bullock,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,1.0,0.08,0.09,0.05,0.13,0.08,0.01,0.03,0.05,0.67,18.38,13.37,1.3486430062630481,5.01,0.0,0.0,0,15
13128,Brandon Ingram,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
13129,Ian Mahinmi,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,1.0,0.16,0.02,0.1,0.29,0.09,0.04,0.04,0.07,1.02,25.78,32.27,0.8049293657950105,-6.490000000000002,0.08249410852430479,0.0,0,30
13130,T.J. McConnell,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
13131,LaMarcus Aldridge,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.21,0.07,0.15,0.27,0.12,0.04,0.04,0.08,1.1,34.65,44.37,0.7857615164205423,-9.719999999999999,0.7663837539173504,0.0,0,1
13132,Aaron Gordon,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
13133,Garrett Temple,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
13134,Joe Harris,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13135,Ben McLemore,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
13136,Lonnie Walker,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
13137,Patty Mills,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
13138,Jevon Carter,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
13139,Derrick White,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
13140,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
