,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played,Opponent Defensive Rating,Opponent Turnover %
506,Daniel Theis,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,5.2,4.67,6.54,8.47,0.54,1.93,3.33,3.03,3.37,5.31,1.27,0.3,1.09,0.45,1587.42,109.71,14.32
507,Dean Wade,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,0.64,0.56,0.69,0.9,0.08,0.21,0.1,0.0,0.2,1.5,0.13,0.39,0.28,0.1,277.46,109.01,14.86
508,Malik Monk,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,5.89,4.08,8.38,13.77,1.8,5.39,3.07,2.57,0.78,2.76,2.4,0.36,1.88,0.66,1699.8,109.61,14.17
509,Gary Payton,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,0.87,0.43,0.97,1.96,0.44,1.0,0.07,0.0,0.42,0.44,0.46,0.04,0.12,0.22,344.27,109.98,14.98
510,Derrick Walton,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,0.11,0.05,0.33,1.06,0.06,0.73,0.31,0.15,0.0,0.48,1.08,0.0,0.05,0.19,423.51,111.11,14.61
511,Juan Hernangómez,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Jahlil Okafor,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,2.29,2.29,3.89,3.89,0.0,0.0,1.18,0.68,1.38,2.01,0.76,0.37,0.51,0.38,585.93,108.29,14.41
513,Rayjon Tucker,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Dwayne Bacon,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,0.98,0.76,2.72,3.62,0.22,0.9,0.78,0.55,0.37,2.84,1.43,0.0,1.14,0.31,957.63,110.3,13.88
515,Keldon Johnson,SAN ANTONIO SPURS,2020-01-04,AWAY,MILWAUKEE BUCKS,1.75,1.75,3.79,4.12,0.0,0.34,0.68,0.34,0.68,0.9,1.02,0.0,0.34,0.0,396.24,107.39,14.31
516,Vlatko Čančar,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0.92,0.82,1.45,2.38,0.1,0.93,0.38,0.38,0.87,0.76,0.15,0.19,0.48,0.1,351.5,109.95,14.36
517,Jordan McRae,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,1.4,1.01,2.29,4.09,0.38,1.8,1.36,1.02,0.17,1.75,1.38,0.33,0.35,0.52,706.82,109.79,14.6
518,Džanan Musa,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,1.36,1.0,1.6,2.47,0.36,0.87,0.67,0.45,0.59,1.31,0.32,0.0,0.43,0.34,381.69,110.57,14.7
519,Tristan Thompson,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,5.74,5.2,9.44,10.89,0.54,1.45,2.15,1.21,3.54,5.42,2.09,0.63,1.04,0.3,1696.27,110.3,14.75
520,Marko Guduric,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Isaiah Thomas,WASHINGTON WIZARDS,2020-01-04,HOME,DENVER NUGGETS,4.27,2.03,5.41,11.08,2.23,5.67,1.62,1.41,0.49,2.09,2.55,0.07,1.18,0.06,1319.02,110.4,14.98
522,Delon Wright,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,2.57,2.09,3.84,5.37,0.48,1.52,1.25,1.05,0.57,2.08,2.76,0.25,0.89,0.59,1281.3,111.24,14.14
523,Jalen Brunson,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,3.06,2.31,4.66,6.51,0.74,1.85,1.33,1.06,0.18,1.43,3.42,0.03,1.26,0.18,1099.96,111.4,14.4
524,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,1.44,0.63,1.44,2.83,0.81,1.39,0.45,0.22,0.22,0.54,2.7,0.0,1.19,0.18,765.58,110.39,14.62
525,Ante Žižić,CLEVELAND CAVALIERS,2020-01-04,HOME,OKLAHOMA CITY THUNDER,2.28,2.28,3.39,3.39,0.0,0.0,0.48,0.42,0.5,3.0,0.9,0.27,1.2,0.44,598.95,110.09,14.78
526,Daniel Gafford,CHICAGO BULLS,2020-01-04,HOME,BOSTON CELTICS,2.72,2.72,3.62,3.62,0.0,0.0,1.97,0.83,1.53,1.76,0.45,1.13,1.24,0.63,1040.37,110.79,14.07
527,Thon Maker,DETROIT PISTONS,2020-01-04,AWAY,GOLDEN STATE WARRIORS,2.35,1.67,3.36,5.04,0.68,1.68,0.94,0.65,1.25,3.13,1.19,0.79,1.11,0.53,933.52,109.84,14.0
528,Coby White,CHICAGO BULLS,2020-01-04,HOME,BOSTON CELTICS,8.12,4.22,8.07,16.42,3.9,8.35,3.86,3.53,0.64,3.88,3.33,0.33,2.45,0.87,1878.28,111.05,14.11
529,Justin James,SACRAMENTO KINGS,2020-01-04,HOME,NEW ORLEANS PELICANS,0.6,0.46,0.59,0.81,0.14,0.22,0.77,0.45,0.12,0.0,0.2,0.0,0.0,0.04,67.19,109.2,13.85
530,Amile Jefferson,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,0.22,0.22,0.89,0.89,0.0,0.0,0.86,0.31,0.61,0.4,0.0,0.08,0.06,0.19,194.97,108.78,14.38
531,Cody Martin,CHARLOTTE HORNETS,2020-01-04,AWAY,DALLAS MAVERICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Malcolm Miller,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,0.45,0.15,0.15,0.94,0.3,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.55,111.02,14.3
533,Juwan Morgan,UTAH JAZZ,2020-01-04,AWAY,ORLANDO MAGIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Josh Reaves,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.89,110.8,15.04
535,Rodney McGruder,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,1.18,0.84,1.42,2.12,0.34,0.7,0.18,0.06,0.19,0.9,0.34,0.0,0.23,0.19,446.78,109.76,14.36
536,Boban Marjanović,DALLAS MAVERICKS,2020-01-04,HOME,CHARLOTTE HORNETS,1.4,1.28,2.06,2.58,0.11,0.52,0.52,0.48,0.55,0.97,0.21,0.2,0.45,0.03,241.59,111.36,14.76
537,Semi Ojeleye,BOSTON CELTICS,2020-01-04,AWAY,CHICAGO BULLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Theo Pinson,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,0.57,0.43,0.8,1.93,0.13,1.14,0.0,0.0,0.19,0.94,1.76,0.0,0.25,0.59,354.96,110.87,14.63
539,Edmond Sumner,INDIANA PACERS,2020-01-04,AWAY,ATLANTA HAWKS,1.44,1.11,1.78,2.89,0.33,1.11,0.51,0.27,0.18,1.24,0.71,0.19,1.13,0.58,635.24,111.69,14.64
540,D.J. Wilson,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Torrey Craig,DENVER NUGGETS,2020-01-04,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Solomon Hill,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,1.25,0.5,1.16,3.33,0.75,2.17,0.68,0.4,0.56,1.32,1.12,0.03,0.75,0.49,920.29,112.61,15.37
543,Thanasis Antetokounmpo,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,1.37,1.37,2.14,2.59,0.0,0.46,0.2,0.0,0.38,1.01,0.0,0.0,0.45,0.71,285.48,110.79,13.62
544,Sterling Brown,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Josh Magette,ORLANDO MAGIC,2020-01-04,HOME,UTAH JAZZ,0.74,0.33,1.15,2.7,0.41,1.56,0.0,0.0,0.0,1.15,1.15,0.41,0.59,0.33,545.56,111.86,14.43
546,Kenrich Williams,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,0.0,0.0,0.66,1.39,0.0,0.74,0.0,0.0,0.0,1.77,0.41,0.0,0.0,0.74,540.89,108.59,14.78
547,Yogi Ferrell,SACRAMENTO KINGS,2020-01-04,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Patrick Patterson,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Kyle Anderson,MEMPHIS GRIZZLIES,2020-01-04,AWAY,LOS ANGELES CLIPPERS,3.0,2.62,4.98,6.02,0.39,1.04,0.56,0.47,0.85,4.99,2.76,0.54,0.64,1.37,1495.31,109.75,14.19
550,Glenn Robinson,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,2.93,2.7,4.72,6.34,0.24,1.63,0.68,0.64,1.32,1.11,1.35,0.14,0.42,0.85,1073.97,110.9,15.01
551,Deonte Burton,OKLAHOMA CITY THUNDER,2020-01-04,AWAY,CLEVELAND CAVALIERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Stanley Johnson,TORONTO RAPTORS,2020-01-04,AWAY,BROOKLYN NETS,0.13,0.09,0.65,1.11,0.04,0.46,0.52,0.49,0.04,1.44,0.89,0.18,0.18,0.27,323.62,110.85,14.51
553,Frank Jackson,NEW ORLEANS PELICANS,2020-01-04,AWAY,SACRAMENTO KINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Ky Bowman,GOLDEN STATE WARRIORS,2020-01-04,HOME,DETROIT PISTONS,3.42,3.16,5.61,7.82,0.25,2.21,1.33,1.08,0.67,2.65,2.97,0.66,3.15,1.43,1475.19,108.71,14.63
555,Allen Crabbe,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,0.97,0.43,0.69,3.36,0.54,2.67,0.12,0.06,0.21,1.11,0.37,0.03,0.49,0.0,814.99,108.76,14.35
556,Vince Carter,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Maurice Harkless,LOS ANGELES CLIPPERS,2020-01-04,HOME,MEMPHIS GRIZZLIES,2.93,1.22,1.97,4.99,1.72,3.02,1.17,0.54,0.22,3.49,1.25,0.35,0.87,0.58,1450.85,110.32,14.06
558,Timothé Luwawu-Cabarrot,BROOKLYN NETS,2020-01-04,HOME,TORONTO RAPTORS,2.46,1.19,3.12,6.33,1.27,3.21,1.22,1.01,0.67,1.78,0.24,0.34,0.68,0.16,1053.71,111.06,14.24
559,Wesley Matthews,MILWAUKEE BUCKS,2020-01-04,HOME,SAN ANTONIO SPURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,De'Andre Hunter,ATLANTA HAWKS,2020-01-04,HOME,INDIANA PACERS,4.46,2.29,5.36,10.82,2.16,5.46,2.83,2.46,1.49,6.38,1.79,0.11,1.47,0.75,2097.03,109.25,14.31
561,Devin Booker,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,12.67,11.11,21.11,25.22,1.56,4.11,8.89,8.44,0.0,2.56,7.0,0.0,4.89,0.44,2274.56,109.33,14.57
562,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,10.1,6.2,12.42,21.98,3.9,9.57,6.17,5.55,1.04,3.66,8.71,0.37,3.46,0.78,2165.08,109.83,14.57
563,Marcus Morris,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,4.51,2.81,6.24,11.69,1.7,5.45,1.82,1.63,0.68,3.33,1.58,0.95,1.82,0.84,1779.01,109.96,14.52
564,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,3.14,2.55,3.64,6.17,0.59,2.53,1.72,1.08,1.07,4.42,0.51,1.2,0.78,1.06,1122.95,109.69,14.35
565,Anthony Davis,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,12.33,10.22,14.67,18.78,2.11,4.11,10.78,10.33,1.56,10.56,1.44,1.0,3.0,1.67,2276.11,111.47,15.13
566,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,5.33,4.44,7.33,9.22,0.89,1.89,1.44,1.44,2.33,9.67,2.56,1.67,2.0,0.0,1524.78,108.47,14.4
567,Goran Dragić,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.33,2.0,4.33,9.67,1.33,5.33,2.78,2.22,0.44,3.78,2.11,0.44,2.11,0.0,1286.44,107.01,13.37
568,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,10.11,10.11,16.0,16.44,0.0,0.44,9.56,5.56,2.0,4.78,1.67,1.33,1.56,0.0,1621.89,110.97,15.11
569,Dante Exum,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,2.0,1.0,1.89,3.89,1.0,2.0,0.89,0.89,0.0,2.78,2.0,0.0,0.56,0.0,888.11,110.36,14.17
570,Lou Williams,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,8.67,6.78,12.78,16.56,1.89,3.78,3.89,3.89,0.56,2.78,6.11,0.0,3.44,0.44,1650.67,110.97,15.11
571,Shabazz Napier,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,7.0,4.11,5.44,10.78,2.89,5.33,5.11,4.0,0.56,3.78,5.22,1.0,3.11,1.11,1932.56,107.93,14.38
572,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,7.11,7.11,13.56,13.56,0.0,0.0,7.56,6.11,7.56,9.44,0.56,4.11,0.56,0.89,1987.33,113.84,13.86
573,Derrick Rose,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,7.78,7.22,12.44,15.56,0.56,3.11,2.33,2.33,0.0,2.0,3.78,0.0,2.67,0.56,1660.56,110.16,14.51
574,Paul George,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,5.55,2.82,7.21,13.14,2.73,5.94,1.67,1.27,0.28,4.22,3.55,0.57,1.73,0.89,1505.59,109.88,14.42
575,Bam Adebayo,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,5.89,5.89,8.0,8.0,0.0,0.0,3.67,2.67,3.67,8.11,1.44,1.56,2.89,0.56,2104.78,107.01,13.37
576,RJ Barrett,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,4.83,4.13,9.82,12.91,0.7,3.1,3.81,2.36,0.57,4.0,2.6,0.03,2.15,0.25,1655.76,110.34,14.27
577,LeBron James,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,8.78,7.78,15.33,18.78,1.0,3.44,8.11,4.67,0.89,9.33,13.67,0.44,3.33,2.0,2255.67,111.47,15.13
578,Langston Galloway,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,2.89,1.89,3.44,7.78,1.0,4.33,1.89,1.44,0.44,1.0,1.0,0.0,1.0,2.0,1254.33,110.16,14.51
579,Derrick Jones,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,2.89,2.0,4.56,9.67,0.89,5.11,0.56,0.56,0.44,3.33,0.0,0.44,0.89,1.44,1805.11,107.01,13.37
580,Ante Žižić,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,2.28,2.28,3.39,3.39,0.0,0.0,0.48,0.42,0.5,3.0,0.9,0.27,1.2,0.44,598.95,110.09,14.78
581,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,3.08,2.0,4.6,7.25,1.09,2.64,1.81,0.9,1.15,1.8,1.26,0.59,1.54,0.68,1250.22,109.03,13.81
582,Mikal Bridges,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,4.05,2.65,3.81,7.02,1.4,3.21,1.38,1.38,0.89,2.59,2.65,0.99,0.74,1.79,1996.31,109.11,14.86
583,Jaren Jackson,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,8.11,5.11,7.78,11.78,3.0,4.0,2.67,2.11,2.56,3.89,0.89,2.22,2.44,0.44,1977.67,108.47,14.4
584,Deandre Ayton,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,5.89,5.89,11.89,11.89,0.0,0.0,4.22,3.67,2.33,11.11,3.67,1.0,1.44,0.44,2088.67,109.33,14.57
585,James Johnson,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,3.06,1.81,5.39,9.04,1.25,3.65,1.51,1.28,0.41,1.87,1.53,0.0,1.41,0.75,1245.91,109.41,14.3
587,Robert Covington,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,4.05,1.56,2.67,10.76,2.49,8.09,1.43,1.3,0.95,6.07,1.34,2.91,0.9,1.12,1884.14,109.94,14.6
588,Kelly Oubre,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,10.11,6.0,9.0,15.11,4.11,6.11,5.78,3.33,1.89,3.56,1.89,0.0,0.44,3.0,2289.0,109.33,14.57
589,Alex Caruso,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Meyers Leonard,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.0,1.44,2.89,7.56,1.56,4.67,0.44,0.44,0.0,4.78,0.56,0.0,0.56,0.56,1454.67,107.01,13.37
591,Sviatoslav Mykhailiuk,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,4.0,0.89,3.44,11.56,3.11,8.11,3.78,2.89,0.44,1.56,2.56,0.0,3.22,0.56,1778.56,110.16,14.51
592,Dwight Howard,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,3.12,3.12,3.85,3.85,0.0,0.0,4.67,2.63,2.72,4.87,1.25,1.12,1.18,0.26,1177.9,110.7,14.45
593,JaMychal Green,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,1.78,0.89,1.89,3.78,0.89,1.89,0.89,0.89,2.78,4.33,2.44,0.56,0.89,0.0,1290.89,110.97,15.11
594,Reggie Bullock,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,1.89,0.88,2.83,5.57,1.02,2.74,0.73,0.62,0.34,1.61,1.37,0.14,0.48,0.6,1241.7,110.65,14.31
595,JaVale McGee,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,2.49,2.49,3.65,3.7,0.0,0.05,0.76,0.69,1.1,5.33,0.3,0.35,0.99,0.37,923.66,110.7,14.45
596,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,1.06,0.8,1.81,3.05,0.27,1.23,0.78,0.53,0.3,1.15,0.51,0.17,0.24,0.73,851.25,109.29,14.24
597,Collin Sexton,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,10.22,7.33,13.89,19.78,2.89,5.89,3.11,2.67,1.11,2.11,2.0,0.0,1.78,0.44,2165.11,110.36,14.17
598,Kendrick Nunn,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.0,2.0,5.56,10.11,1.0,4.56,0.0,0.0,0.44,3.0,5.11,0.0,0.56,0.44,1794.11,107.01,13.37
599,John Henson,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,3.33,3.33,3.89,4.33,0.0,0.44,0.0,0.0,0.44,3.33,1.56,0.0,0.44,0.56,857.33,110.36,14.17
600,Andre Drummond,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,5.22,5.22,11.33,12.22,0.0,0.89,2.67,1.78,3.67,11.67,1.67,1.56,4.0,3.0,1671.44,110.16,14.51
601,Christian Wood,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,2.89,2.44,4.56,6.44,0.44,1.89,6.0,5.0,1.11,4.89,1.0,0.56,1.56,0.56,1256.11,110.16,14.51
602,Julius Randle,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,6.33,5.0,10.11,16.11,1.33,6.0,3.44,3.0,0.44,12.56,3.0,1.56,3.0,1.0,1950.33,112.32,13.91
603,Dillon Brooks,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,7.11,2.44,8.22,17.67,4.67,9.44,0.0,0.0,0.56,1.11,3.0,0.0,1.0,0.44,1685.0,108.47,14.4
604,Brandon Clarke,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,3.0,3.0,6.11,6.67,0.0,0.56,2.0,2.0,0.56,5.44,1.0,0.0,0.44,0.44,1113.89,108.47,14.4
605,Tyler Herro,MIAMI HEAT,2020-01-05,HOME,PORTLAND TRAIL BLAZERS,3.33,2.0,4.56,10.56,1.33,6.0,0.56,0.0,1.0,3.56,1.89,0.0,2.0,1.0,1712.78,107.01,13.37
606,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Solomon Hill,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,0.0,0.0,0.44,3.0,0.0,2.56,0.0,0.0,0.0,1.89,2.0,0.0,0.0,0.0,961.0,108.47,14.4
608,Taj Gibson,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,3.69,3.69,5.3,5.3,0.0,0.0,0.84,0.42,1.73,2.03,0.18,0.39,0.58,0.0,921.24,111.49,14.35
609,Patrick Beverley,LOS ANGELES CLIPPERS,2020-01-05,HOME,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Ricky Rubio,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,4.63,3.33,6.6,10.09,1.3,3.49,5.93,5.09,0.75,4.49,10.36,0.0,3.17,2.91,1845.46,109.11,14.86
611,Naz Reid,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,3.69,2.7,5.5,8.43,0.99,2.93,2.09,1.3,0.71,3.29,0.99,1.26,0.4,0.64,1277.35,108.9,13.81
612,Mitchell Robinson,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,7.11,7.11,8.78,8.78,0.0,0.0,1.11,0.56,2.89,4.56,0.0,2.11,0.56,0.44,1440.0,112.32,13.91
613,Ja Morant,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,7.44,6.0,7.78,11.33,1.44,3.56,7.11,6.11,0.0,2.67,8.11,0.0,4.22,0.56,1855.89,108.47,14.4
614,Jeff Teague,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Kadeem Allen,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,2.01,1.69,2.9,4.43,0.32,1.52,1.61,1.12,0.17,0.93,2.28,0.28,0.65,0.57,830.64,107.91,14.38
616,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,3.33,2.78,4.44,7.56,0.56,3.11,4.33,4.33,1.0,5.11,2.67,0.0,0.89,1.56,1128.33,108.47,14.4
617,Darius Garland,CLEVELAND CAVALIERS,2020-01-05,HOME,MINNESOTA TIMBERWOLVES,5.56,2.56,4.67,12.56,3.0,7.89,4.22,3.22,0.44,2.33,7.44,0.0,2.11,1.0,2069.78,110.36,14.17
618,Tyus Jones,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,3.22,3.22,5.22,5.78,0.0,0.56,1.11,0.56,0.0,1.56,5.0,0.0,0.44,1.11,1024.11,108.47,14.4
619,Aron Baynes,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,2.24,1.87,3.35,5.39,0.37,2.04,1.19,0.89,1.18,2.77,0.49,0.18,0.67,0.15,809.63,109.27,14.78
620,Kyle Anderson,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,0.0,0.0,1.56,2.0,0.0,0.44,0.89,0.89,0.56,1.89,0.89,0.0,0.0,0.0,483.78,108.47,14.4
621,Frank Ntilikina,NEW YORK KNICKS,2020-01-05,AWAY,LOS ANGELES CLIPPERS,2.44,2.0,2.0,5.0,0.44,3.0,2.0,2.0,0.56,1.89,5.56,0.89,1.67,0.44,1158.33,112.32,13.91
622,Bruce Brown,DETROIT PISTONS,2020-01-05,AWAY,LOS ANGELES LAKERS,6.0,6.0,9.44,11.44,0.0,2.0,2.44,2.44,1.11,2.0,4.89,0.0,0.0,1.56,1820.89,110.16,14.51
623,Danny Green,LOS ANGELES LAKERS,2020-01-05,HOME,DETROIT PISTONS,2.15,0.44,0.87,4.74,1.71,3.87,0.21,0.21,0.38,2.0,1.72,0.55,0.95,1.01,1454.06,110.7,14.45
624,Kelan Martin,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,2.87,2.05,3.08,6.32,0.82,3.24,2.22,2.22,0.78,2.04,1.43,0.3,1.02,0.38,986.31,109.03,13.8
625,Elie Okobo,PHOENIX SUNS,2020-01-05,HOME,MEMPHIS GRIZZLIES,1.33,1.19,2.01,2.75,0.14,0.74,0.15,0.07,0.04,1.32,1.45,0.0,1.55,0.16,778.37,109.11,14.86
626,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-01-05,AWAY,MIAMI HEAT,8.78,6.89,9.78,12.56,1.89,2.78,2.0,1.0,1.0,5.44,1.11,0.0,1.56,1.11,1854.22,113.84,13.86
627,Grayson Allen,MEMPHIS GRIZZLIES,2020-01-05,AWAY,PHOENIX SUNS,1.56,1.0,2.0,3.0,0.56,1.0,2.22,2.22,0.0,1.11,0.56,0.0,0.56,0.0,675.78,108.47,14.4
628,Noah Vonleh,MINNESOTA TIMBERWOLVES,2020-01-05,AWAY,CLEVELAND CAVALIERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
